921,18.2,30.963,182.472,82.112
922,18.6,38.598,192.789,86.755
923,22.3,36.228,305.089,137.290
924,19.4,42.021,214.464,96.509
925,19.0,18.770,203.452,91.553
926,26.6,36.509,476.613,214.476
927,17.1,31.331,155.846,70.131
928,22.5,35.107,312.059,140.427
929,21.4,27.499,274.892,123.701
930,16.3,16.795,138.054,62.124
931,22.3,33.634,305.089,137.290
932,18.0,29.174,177.441,79.849
933,17.0,23.344,153.551,69.098
934,19.9,18.093,228.725,102.926
935,19.3,17.512,211.678,95.255
936,21.2,17.308,268.439,120.797
937,24.2,24.168,375.205,168.842
938,21.5,20.327,278.154,125.169
939,16.8,13.617,149.021,67.060
940,17.0,23.631,153.551,69.098
941,17.2,22.190,158.162,71.173
942,21.3,37.191,271.654,122.244
943,17.0,21.001,153.551,69.098
944,24.5,21.206,387.084,174.188
945,17.0,15.567,153.551,69.098
946,20.5,18.923,246.577,110.960
947,17.7,17.886,170.054,76.524
948,22.3,34.354,305.089,137.290
949,23.4,37.733,344.613,155.076
950,13.3,30.655,82.520,37.134
951,18.2,24.127,182.472,82.112
952,17.9,23.852,174.958,78.731
953,19.7,31.260,222.954,100.329
954,17.4,21.533,162.857,73.285
955,25.0,37.466,407.384,183.323
956,19.7,24.823,222.954,100.329
957,22.5,26.200,312.059,140.427
958,22.5,35.153,312.059,140.427
959,20.8,29.444,255.809,115.114
960,16.6,17.810,144.574,65.058
961,17.0,23.944,153.551,69.098
962,16.8,21.860,149.021,67.060
963,21.3,27.848,271.654,122.244
964,11.0,7.177,51.043,22.970
965,15.0,12.436,111.873,50.343
966,16.2,11.607,135.922,61.165
967,17.1,24.847,155.846,70.131
968,14.6,16.506,104.479,47.015
969,21.0,29.051,262.078,117.935
970,16.2,20.919,135.922,61.165
971,20.0,17.818,231.644,104.240
972,19.8,20.854,225.828,101.623
973,18.1,12.545,179.946,80.976
974,17.4,21.713,162.857,73.285
975,15.2,16.686,115.686,52.059
976,16.1,20.573,133.809,60.214
977,19.1,23.028,206.172,92.777
978,17.1,27.384,155.846,70.131
979,14.7,11.931,106.299,47.834
980,22.2,20.486,301.640,135.738
